Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,1,1,1,1,51,0,121,"0,00%","187,4","76,7","9,94"
Total,2000,1,1,1,1,51,0,121,"0,00%","187,4","76,7","9,94"
