Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,4,4,4,4,25,3,116,"0,00%","187,6","83,7","8,43"
Total,2000,4,4,4,4,25,3,116,"0,00%","187,6","83,7","8,43"
