Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,3,2,3,3,85,1,143,"0,00%","185,9","68,8","12,23"
Total,2000,3,2,3,3,85,1,143,"0,00%","185,9","68,8","12,23"
