Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,3,2,2,3,110,1,162,"0,00%","187,2","69,3","15,57"
Total,2000,3,2,2,3,110,1,162,"0,00%","187,2","69,3","15,57"
