Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,3,1,2,2,114,1,164,"0,00%","271,9","105,4","15,62"
Total,3000,3,1,2,2,114,1,164,"0,00%","271,9","105,4","15,62"
