Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,2,1,2,2,68,1,124,"0,00%","187,3","72,6","11,19"
Total,2000,2,1,2,2,68,1,124,"0,00%","187,3","72,6","11,19"
