Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,6,4,5,7,111,2,125,"0,00%","149,7","37,7","15,37"
Total,1000,6,4,5,7,111,2,125,"0,00%","149,7","37,7","15,37"
