Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,7,4,8,19,115,2,155,"0,00%","330,7","125,6","16,22"
Total,3000,7,4,8,19,115,2,155,"0,00%","330,7","125,6","16,22"
