Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,12,9,17,35,87,6,103,"0,00%","118,6","45,1","12,40"
Total,1000,12,9,17,35,87,6,103,"0,00%","118,6","45,1","12,40"
