Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,4,4,5,8,55,2,105,"0,00%","231,1","87,8","8,82"
Total,2000,4,4,5,8,55,2,105,"0,00%","231,1","87,8","8,82"
