timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1549841716502,4070,3.16.22.239 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549841716502,35225,3.16.22.239 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549841717502,10506,3.16.22.239 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549841717502,35224,3.16.22.239 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549841718503,10786,3.16.22.239 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549841718503,35225,3.16.22.239 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549841719503,11280,3.16.22.239 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549841719503,35225,3.16.22.239 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549841720503,11750,3.16.22.239 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549841720503,35226,3.16.22.239 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549841721504,11125,3.16.22.239 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549841721504,35225,3.16.22.239 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549841722504,11308,3.16.22.239 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549841722504,35225,3.16.22.239 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549841723504,11294,3.16.22.239 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549841723504,35225,3.16.22.239 Memory,,,,,true,,0,0,0,0,null,0,0,0
