Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,4,3,5,5,59,2,103,"0,00%","115,7","29,1","9,06"
Total,1000,4,3,5,5,59,2,103,"0,00%","115,7","29,1","9,06"
