Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,4565,4714,7366,7926,8433,186,8958,"0,00%","186,9","76,8","2142,03"
Total,3000,4565,4714,7366,7926,8433,186,8958,"0,00%","186,9","76,8","2142,03"
