timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1549603820690,29701,3.16.169.46 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549603820690,991,3.16.169.46 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549603821691,29702,3.16.169.46 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549603821691,5144,3.16.169.46 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549603822691,29702,3.16.169.46 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549603822691,3144,3.16.169.46 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549603823691,29702,3.16.169.46 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549603823691,4234,3.16.169.46 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549603824692,29702,3.16.169.46 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549603824692,3504,3.16.169.46 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549603825692,29702,3.16.169.46 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549603825692,3634,3.16.169.46 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549603826692,29702,3.16.169.46 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549603826692,3865,3.16.169.46 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549603827692,29702,3.16.169.46 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549603827693,4015,3.16.169.46 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549603828693,29702,3.16.169.46 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549603828693,4250,3.16.169.46 CPU,,,,,true,,0,0,0,0,null,0,0,0
