Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,5,4,6,10,65,2,121,"0,00%","331,0","125,7","10,06"
Total,3000,5,4,6,10,65,2,121,"0,00%","331,0","125,7","10,06"
