Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,33,29,41,62,99,19,1016,"0,00%","319,6","121,4","22,42"
Total,3000,33,29,41,62,99,19,1016,"0,00%","319,6","121,4","22,42"
