Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,36,27,40,63,277,21,352,"0,00%","224,8","85,4","39,31"
Total,2000,36,27,40,63,277,21,352,"0,00%","224,8","85,4","39,31"
