Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,3,1,1,2,119,0,135,"0,00%","418,8","171,3","14,79"
Total,3000,3,1,1,2,119,0,135,"0,00%","418,8","171,3","14,79"
