Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,11,11,12,14,76,8,111,"0,00%","118,9","48,9","9,09"
Total,1000,11,11,12,14,76,8,111,"0,00%","118,9","48,9","9,09"
