Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,8453,8767,12869,13445,13802,288,14117,"0,00%","92,9","38,2","3507,52"
Total,2000,8453,8767,12869,13445,13802,288,14117,"0,00%","92,9","38,2","3507,52"
