Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,76,12,62,651,1013,9,1018,"0,00%","229,7","94,4","224,95"
Total,2000,76,12,62,651,1013,9,1018,"0,00%","229,7","94,4","224,95"
