Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,76,12,56,715,1012,9,1026,"0,00%","305,8","125,7","228,83"
Total,3000,76,12,56,715,1012,9,1026,"0,00%","305,8","125,7","228,83"
