Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,4,3,3,4,79,2,132,"0,00%","186,7","88,7","11,02"
Total,2000,4,3,3,4,79,2,132,"0,00%","186,7","88,7","11,02"
