Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,4,3,3,4,109,2,188,"0,00%","273,7","130,1","15,30"
Total,3000,4,3,3,4,109,2,188,"0,00%","273,7","130,1","15,30"
