Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,3,3,4,4,41,2,91,"0,00%","96,4","45,9","7,82"
Total,1000,3,3,4,4,41,2,91,"0,00%","96,4","45,9","7,82"
