Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,5,4,5,7,94,2,128,"0,00%","228,8","86,9","11,96"
Total,2000,5,4,5,7,94,2,128,"0,00%","228,8","86,9","11,96"
