Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,4,3,5,7,39,1,150,"0,00%","394,7","99,5","12,91"
Total,3000,4,3,5,7,39,1,150,"0,00%","394,7","99,5","12,91"
