Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,2,1,2,2,43,1,143,"0,00%","329,5","121,9","11,32"
Total,3000,2,1,2,2,43,1,143,"0,00%","329,5","121,9","11,32"
