Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,2,1,2,3,62,1,147,"0,00%","420,2","171,9","11,53"
Total,3000,2,1,2,3,62,1,147,"0,00%","420,2","171,9","11,53"
