Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,3,2,3,3,71,1,108,"0,00%","153,6","56,9","10,10"
Total,1000,3,2,3,3,71,1,108,"0,00%","153,6","56,9","10,10"
