Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,3,1,2,3,122,1,167,"0,00%","414,5","153,4","16,78"
Total,3000,3,1,2,3,122,1,167,"0,00%","414,5","153,4","16,78"
