Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,6,3,10,20,112,1,161,"0,00%","288,3","106,7","15,92"
Total,2000,6,3,10,20,112,1,161,"0,00%","288,3","106,7","15,92"
