Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,3,2,2,3,125,1,153,"0,00%","289,6","107,2","16,19"
Total,2000,3,2,2,3,125,1,153,"0,00%","289,6","107,2","16,19"
