Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,4,2,3,3,49,1,1003,"0,00%","333,6","136,5","32,63"
Total,3000,4,2,3,3,49,1,1003,"0,00%","333,6","136,5","32,63"
