Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,2,1,2,2,63,1,100,"0,00%","119,2","48,8","8,90"
Total,1000,2,1,2,2,63,1,100,"0,00%","119,2","48,8","8,90"
