Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,2,1,2,2,83,1,145,"0,00%","322,1","106,6","12,52"
Total,3000,2,1,2,2,83,1,145,"0,00%","322,1","106,6","12,52"
