Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,34,3,4,279,732,1,762,"0,00%","117,7","39,0","129,08"
Total,1000,34,3,4,279,732,1,762,"0,00%","117,7","39,0","129,08"
