Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,4,4,4,5,40,2,99,"0,00%","116,4","38,5","7,86"
Total,1000,4,4,4,5,40,2,99,"0,00%","116,4","38,5","7,86"
