Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,3,2,3,3,82,2,98,"0,00%","119,9","46,5","9,54"
Total,1000,3,2,3,3,82,2,98,"0,00%","119,9","46,5","9,54"
