Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,6,3,4,5,144,3,197,"0,00%","335,1","129,9","20,31"
Total,3000,6,3,4,5,144,3,197,"0,00%","335,1","129,9","20,31"
