Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,3,2,2,2,115,1,147,"0,00%","221,3","73,3","14,38"
Total,2000,3,2,2,2,115,1,147,"0,00%","221,3","73,3","14,38"
