Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,2,1,2,2,86,0,129,"0,00%","333,2","123,3","12,09"
Total,3000,2,1,2,2,86,0,129,"0,00%","333,2","123,3","12,09"
