Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,3,2,2,3,83,1,119,"0,00%","149,4","35,6","12,15"
Total,1000,3,2,2,3,83,1,119,"0,00%","149,4","35,6","12,15"
