Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,5,2,3,3,125,2,146,"0,00%","150,6","35,9","17,20"
Total,1000,5,2,3,3,125,2,146,"0,00%","150,6","35,9","17,20"
