Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,4,4,4,5,53,3,100,"0,00%","96,0","42,8","8,99"
Total,1000,4,4,4,5,53,3,100,"0,00%","96,0","42,8","8,99"
