Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,4,2,3,3,133,1,186,"0,00%","272,3","121,3","17,54"
Total,3000,4,2,3,3,133,1,186,"0,00%","272,3","121,3","17,54"
