Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,4,3,4,6,34,1,103,"0,00%","225,3","56,8","7,58"
Total,2000,4,3,4,6,34,1,103,"0,00%","225,3","56,8","7,58"
