Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,4,3,5,7,114,1,148,"0,00%","318,5","80,3","14,03"
Total,3000,4,3,5,7,114,1,148,"0,00%","318,5","80,3","14,03"
