Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,5,4,5,7,49,2,1000,"0,00%","209,1","52,7","24,79"
Total,2000,5,4,5,7,49,2,1000,"0,00%","209,1","52,7","24,79"
