Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,3,1,1,2,117,0,163,"0,00%","415,0","169,8","16,25"
Total,3000,3,1,1,2,117,0,163,"0,00%","415,0","169,8","16,25"
