Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,6,4,5,7,132,2,149,"0,00%","149,0","37,5","17,73"
Total,1000,6,4,5,7,132,2,149,"0,00%","149,0","37,5","17,73"
