Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,3,2,2,2,94,1,122,"0,00%","94,8","22,6","12,74"
Total,1000,3,2,2,2,94,1,122,"0,00%","94,8","22,6","12,74"
