Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,4,2,3,3,116,2,155,"0,00%","95,0","22,6","14,89"
Total,1000,4,2,3,3,116,2,155,"0,00%","95,0","22,6","14,89"
