Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,3,2,3,4,85,2,139,"0,00%","403,1","96,1","12,25"
Total,3000,3,2,3,4,85,2,139,"0,00%","403,1","96,1","12,25"
