Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,3,2,2,2,84,1,94,"0,00%","151,5","36,1","11,37"
Total,1000,3,2,2,2,84,1,94,"0,00%","151,5","36,1","11,37"
