Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,2,1,1,2,97,0,115,"0,00%","150,9","35,9","12,29"
Total,1000,2,1,1,2,97,0,115,"0,00%","150,9","35,9","12,29"
