Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,3,1,2,2,103,1,124,"0,00%","283,8","67,6","12,79"
Total,2000,3,1,2,2,103,1,124,"0,00%","283,8","67,6","12,79"
