Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,3,2,3,3,85,2,128,"0,00%","280,2","66,8","11,54"
Total,2000,3,2,3,3,85,2,128,"0,00%","280,2","66,8","11,54"
