Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,4,1,2,2,141,1,174,"0,00%","404,3","96,3","18,56"
Total,3000,4,1,2,2,141,1,174,"0,00%","404,3","96,3","18,56"
