Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,6,5,6,6,62,4,126,"0,00%","96,5","49,5","11,26"
Total,1000,6,5,6,6,62,4,126,"0,00%","96,5","49,5","11,26"
