Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,5,4,5,6,95,3,121,"0,00%","231,3","109,8","11,28"
Total,2000,5,4,5,6,95,3,121,"0,00%","231,3","109,8","11,28"
