Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,5,5,5,5,85,4,104,"0,00%","119,4","56,7","10,69"
Total,1000,5,5,5,5,85,4,104,"0,00%","119,4","56,7","10,69"
