Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,2,1,2,2,54,1,126,"0,00%","186,2","68,9","10,36"
Total,2000,2,1,2,2,54,1,126,"0,00%","186,2","68,9","10,36"
