Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,1,1,2,2,15,1,92,"0,00%","333,9","126,2","5,84"
Total,3000,1,1,2,2,15,1,92,"0,00%","333,9","126,2","5,84"
